image_path,labels
data\data_classification\Alstonia_scholaris_diseased\0014_0220.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0175.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0078.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0011.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0116.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0197.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0185.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0042.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0124.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0232.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0053.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0068.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0165.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0121.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0097.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0152.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0009.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0188.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0221.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0105.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0052.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0181.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0095.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0143.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0222.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0104.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0122.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0037.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0199.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0056.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0158.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0248.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0179.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0215.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0224.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0118.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0005.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0235.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0041.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0082.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0138.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0250.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0017.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0128.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0217.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0230.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0171.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0240.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0110.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0058.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0018.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0148.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0183.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0028.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0014.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0216.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0219.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0093.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0194.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0169.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0061.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0016.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0101.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0241.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0193.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0031.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0060.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0115.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0177.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0076.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0027.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0100.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0164.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0111.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0109.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0167.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0170.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0195.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0233.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0229.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0020.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0246.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0012.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0190.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0149.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0151.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0184.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0055.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0191.JPG,0
data\data_classification\Alstonia_scholaris_diseased\0014_0133.JPG,0
data\data_classification\Alstonia_scholaris_healthy\0003_0096.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0014.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0092.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0038.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0146.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0168.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0062.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0082.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0085.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0001.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0009.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0141.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0159.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0002.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0108.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0058.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0151.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0024.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0004.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0076.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0110.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0113.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0175.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0087.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0177.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0008.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0121.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0099.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0100.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0034.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0046.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0112.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0016.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0011.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0158.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0044.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0152.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0067.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0102.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0052.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0055.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0023.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0147.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0090.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0005.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0174.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0101.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0010.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0138.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0032.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0064.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0097.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0120.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0057.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0033.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0124.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0098.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0166.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0089.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0122.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0018.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0049.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0021.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0139.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0153.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0106.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0065.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0149.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0144.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0109.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0020.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0077.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0118.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0040.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0039.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0126.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0131.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0129.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0156.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0073.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0111.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0107.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0150.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0134.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0022.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0162.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0025.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0084.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0164.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0103.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0042.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0143.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0165.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0063.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0027.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0003.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0163.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0176.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0171.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0095.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0169.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0094.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0142.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0119.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0075.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0115.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0127.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0066.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0157.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0135.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0172.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0086.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0056.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0154.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0178.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0160.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0167.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0079.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0072.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0091.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0117.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0031.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0071.JPG,1
data\data_classification\Alstonia_scholaris_healthy\0003_0035.JPG,1
data\data_classification\Apple_black_rot\image (351).JPG,2
data\data_classification\Apple_black_rot\image (32).JPG,2
data\data_classification\Apple_black_rot\image (276).JPG,2
data\data_classification\Apple_black_rot\image (104).JPG,2
data\data_classification\Apple_black_rot\image (183).JPG,2
data\data_classification\Apple_black_rot\image (378).JPG,2
data\data_classification\Apple_black_rot\image (531).JPG,2
data\data_classification\Apple_black_rot\image (305).JPG,2
data\data_classification\Apple_black_rot\image (546).JPG,2
data\data_classification\Apple_black_rot\image (565).JPG,2
data\data_classification\Apple_black_rot\image (598).JPG,2
data\data_classification\Apple_black_rot\image (29).JPG,2
data\data_classification\Apple_black_rot\image (544).JPG,2
data\data_classification\Apple_black_rot\image (405).JPG,2
data\data_classification\Apple_black_rot\image (162).JPG,2
data\data_classification\Apple_black_rot\image (135).JPG,2
data\data_classification\Apple_black_rot\image (271).JPG,2
data\data_classification\Apple_black_rot\image (393).JPG,2
data\data_classification\Apple_black_rot\image (326).JPG,2
data\data_classification\Apple_black_rot\image (20).JPG,2
data\data_classification\Apple_black_rot\image (403).JPG,2
data\data_classification\Apple_black_rot\image (8).JPG,2
data\data_classification\Apple_black_rot\image (181).JPG,2
data\data_classification\Apple_black_rot\image (207).JPG,2
data\data_classification\Apple_black_rot\image (355).JPG,2
data\data_classification\Apple_black_rot\image (2).JPG,2
data\data_classification\Apple_black_rot\image (172).JPG,2
data\data_classification\Apple_black_rot\image (412).JPG,2
data\data_classification\Apple_black_rot\image (338).JPG,2
data\data_classification\Apple_black_rot\image (589).JPG,2
data\data_classification\Apple_black_rot\image (329).JPG,2
data\data_classification\Apple_black_rot\image (131).JPG,2
data\data_classification\Apple_black_rot\image (124).JPG,2
data\data_classification\Apple_black_rot\image (126).JPG,2
data\data_classification\Apple_black_rot\image (390).JPG,2
data\data_classification\Apple_black_rot\image (90).JPG,2
data\data_classification\Apple_black_rot\image (558).JPG,2
data\data_classification\Apple_black_rot\image (511).JPG,2
data\data_classification\Apple_black_rot\image (491).JPG,2
data\data_classification\Apple_black_rot\image (253).JPG,2
data\data_classification\Apple_black_rot\image (367).JPG,2
data\data_classification\Apple_black_rot\image (36).JPG,2
data\data_classification\Apple_black_rot\image (280).JPG,2
data\data_classification\Apple_black_rot\image (472).JPG,2
data\data_classification\Apple_black_rot\image (35).JPG,2
data\data_classification\Apple_black_rot\image (212).JPG,2
data\data_classification\Apple_black_rot\image (250).JPG,2
data\data_classification\Apple_black_rot\image (452).JPG,2
data\data_classification\Apple_black_rot\image (335).JPG,2
data\data_classification\Apple_black_rot\image (580).JPG,2
data\data_classification\Apple_black_rot\image (220).JPG,2
data\data_classification\Apple_black_rot\image (99).JPG,2
data\data_classification\Apple_black_rot\image (541).JPG,2
data\data_classification\Apple_black_rot\image (415).JPG,2
data\data_classification\Apple_black_rot\image (436).JPG,2
data\data_classification\Apple_black_rot\image (81).JPG,2
data\data_classification\Apple_black_rot\image (387).JPG,2
data\data_classification\Apple_black_rot\image (517).JPG,2
data\data_classification\Apple_black_rot\image (427).JPG,2
data\data_classification\Apple_black_rot\image (152).JPG,2
data\data_classification\Apple_black_rot\image (313).JPG,2
data\data_classification\Apple_black_rot\image (14).JPG,2
data\data_classification\Apple_black_rot\image (168).JPG,2
data\data_classification\Apple_black_rot\image (309).JPG,2
data\data_classification\Apple_black_rot\image (173).JPG,2
data\data_classification\Apple_black_rot\image (229).JPG,2
data\data_classification\Apple_black_rot\image (340).JPG,2
data\data_classification\Apple_black_rot\image (346).JPG,2
data\data_classification\Apple_black_rot\image (389).JPG,2
data\data_classification\Apple_black_rot\image (456).JPG,2
data\data_classification\Apple_black_rot\image (380).JPG,2
data\data_classification\Apple_black_rot\image (232).JPG,2
data\data_classification\Apple_black_rot\image (519).JPG,2
data\data_classification\Apple_black_rot\image (498).JPG,2
data\data_classification\Apple_black_rot\image (287).JPG,2
data\data_classification\Apple_black_rot\image (7).JPG,2
data\data_classification\Apple_black_rot\image (189).JPG,2
data\data_classification\Apple_black_rot\image (428).JPG,2
data\data_classification\Apple_black_rot\image (423).JPG,2
data\data_classification\Apple_black_rot\image (549).JPG,2
data\data_classification\Apple_black_rot\image (149).JPG,2
data\data_classification\Apple_black_rot\image (570).JPG,2
data\data_classification\Apple_black_rot\image (612).JPG,2
data\data_classification\Apple_black_rot\image (25).JPG,2
data\data_classification\Apple_black_rot\image (79).JPG,2
data\data_classification\Apple_black_rot\image (85).JPG,2
data\data_classification\Apple_black_rot\image (167).JPG,2
data\data_classification\Apple_black_rot\image (62).JPG,2
data\data_classification\Apple_black_rot\image (72).JPG,2
data\data_classification\Apple_black_rot\image (94).JPG,2
data\data_classification\Apple_black_rot\image (564).JPG,2
data\data_classification\Apple_black_rot\image (155).JPG,2
data\data_classification\Apple_black_rot\image (190).JPG,2
data\data_classification\Apple_black_rot\image (274).JPG,2
data\data_classification\Apple_black_rot\image (156).JPG,2
data\data_classification\Apple_black_rot\image (221).JPG,2
data\data_classification\Apple_black_rot\image (618).JPG,2
data\data_classification\Apple_black_rot\image (291).JPG,2
data\data_classification\Apple_black_rot\image (597).JPG,2
data\data_classification\Apple_black_rot\image (336).JPG,2
data\data_classification\Apple_black_rot\image (258).JPG,2
data\data_classification\Apple_black_rot\image (352).JPG,2
data\data_classification\Apple_black_rot\image (508).JPG,2
data\data_classification\Apple_black_rot\image (176).JPG,2
data\data_classification\Apple_black_rot\image (495).JPG,2
data\data_classification\Apple_black_rot\image (440).JPG,2
data\data_classification\Apple_black_rot\image (518).JPG,2
data\data_classification\Apple_black_rot\image (537).JPG,2
data\data_classification\Apple_black_rot\image (213).JPG,2
data\data_classification\Apple_black_rot\image (492).JPG,2
data\data_classification\Apple_black_rot\image (476).JPG,2
data\data_classification\Apple_black_rot\image (111).JPG,2
data\data_classification\Apple_black_rot\image (37).JPG,2
data\data_classification\Apple_black_rot\image (591).JPG,2
data\data_classification\Apple_black_rot\image (617).JPG,2
data\data_classification\Apple_black_rot\image (499).JPG,2
data\data_classification\Apple_black_rot\image (363).JPG,2
data\data_classification\Apple_black_rot\image (127).JPG,2
data\data_classification\Apple_black_rot\image (75).JPG,2
data\data_classification\Apple_black_rot\image (204).JPG,2
data\data_classification\Apple_black_rot\image (293).JPG,2
data\data_classification\Apple_black_rot\image (187).JPG,2
data\data_classification\Apple_black_rot\image (599).JPG,2
data\data_classification\Apple_black_rot\image (242).JPG,2
data\data_classification\Apple_black_rot\image (163).JPG,2
data\data_classification\Apple_black_rot\image (333).JPG,2
data\data_classification\Apple_black_rot\image (554).JPG,2
data\data_classification\Apple_black_rot\image (606).JPG,2
data\data_classification\Apple_black_rot\image (257).JPG,2
data\data_classification\Apple_black_rot\image (286).JPG,2
data\data_classification\Apple_black_rot\image (616).JPG,2
data\data_classification\Apple_black_rot\image (281).JPG,2
data\data_classification\Apple_black_rot\image (107).JPG,2
data\data_classification\Apple_black_rot\image (297).JPG,2
data\data_classification\Apple_black_rot\image (119).JPG,2
data\data_classification\Apple_black_rot\image (33).JPG,2
data\data_classification\Apple_black_rot\image (533).JPG,2
data\data_classification\Apple_black_rot\image (528).JPG,2
data\data_classification\Apple_black_rot\image (26).JPG,2
data\data_classification\Apple_black_rot\image (527).JPG,2
data\data_classification\Apple_black_rot\image (170).JPG,2
data\data_classification\Apple_black_rot\image (45).JPG,2
data\data_classification\Apple_black_rot\image (117).JPG,2
data\data_classification\Apple_black_rot\image (480).JPG,2
