image_path,labels
data\data_classification\Apple_black_rot\image (164).JPG,2
data\data_classification\Apple_black_rot\image (68).JPG,2
data\data_classification\Apple_black_rot\image (417).JPG,2
data\data_classification\Apple_black_rot\image (414).JPG,2
data\data_classification\Apple_black_rot\image (106).JPG,2
data\data_classification\Apple_black_rot\image (441).JPG,2
data\data_classification\Apple_black_rot\image (251).JPG,2
data\data_classification\Apple_black_rot\image (247).JPG,2
data\data_classification\Apple_black_rot\image (431).JPG,2
data\data_classification\Apple_black_rot\image (148).JPG,2
data\data_classification\Apple_black_rot\image (246).JPG,2
data\data_classification\Apple_black_rot\image (42).JPG,2
data\data_classification\Apple_black_rot\image (420).JPG,2
data\data_classification\Apple_black_rot\image (398).JPG,2
data\data_classification\Apple_black_rot\image (157).JPG,2
data\data_classification\Apple_black_rot\image (576).JPG,2
data\data_classification\Apple_black_rot\image (614).JPG,2
data\data_classification\Apple_black_rot\image (27).JPG,2
data\data_classification\Apple_black_rot\image (375).JPG,2
data\data_classification\Apple_black_rot\image (455).JPG,2
data\data_classification\Apple_black_rot\image (510).JPG,2
data\data_classification\Apple_black_rot\image (509).JPG,2
data\data_classification\Apple_black_rot\image (604).JPG,2
data\data_classification\Apple_black_rot\image (158).JPG,2
data\data_classification\Apple_black_rot\image (448).JPG,2
data\data_classification\Apple_black_rot\image (347).JPG,2
data\data_classification\Apple_black_rot\image (503).JPG,2
data\data_classification\Apple_black_rot\image (434).JPG,2
data\data_classification\Apple_black_rot\image (382).JPG,2
data\data_classification\Apple_black_rot\image (573).JPG,2
data\data_classification\Apple_black_rot\image (493).JPG,2
data\data_classification\Apple_black_rot\image (343).JPG,2
data\data_classification\Apple_black_rot\image (53).JPG,2
data\data_classification\Apple_black_rot\image (307).JPG,2
data\data_classification\Apple_black_rot\image (39).JPG,2
data\data_classification\Apple_black_rot\image (424).JPG,2
data\data_classification\Apple_black_rot\image (372).JPG,2
data\data_classification\Apple_black_rot\image (362).JPG,2
data\data_classification\Apple_black_rot\image (208).JPG,2
data\data_classification\Apple_black_rot\image (179).JPG,2
data\data_classification\Apple_black_rot\image (84).JPG,2
data\data_classification\Apple_black_rot\image (304).JPG,2
data\data_classification\Apple_black_rot\image (71).JPG,2
data\data_classification\Apple_black_rot\image (260).JPG,2
data\data_classification\Apple_black_rot\image (78).JPG,2
data\data_classification\Apple_black_rot\image (426).JPG,2
data\data_classification\Apple_black_rot\image (140).JPG,2
data\data_classification\Apple_black_rot\image (41).JPG,2
data\data_classification\Apple_black_rot\image (325).JPG,2
data\data_classification\Apple_black_rot\image (542).JPG,2
data\data_classification\Apple_black_rot\image (235).JPG,2
data\data_classification\Apple_black_rot\image (59).JPG,2
data\data_classification\Apple_black_rot\image (299).JPG,2
data\data_classification\Apple_black_rot\image (143).JPG,2
data\data_classification\Apple_black_rot\image (602).JPG,2
data\data_classification\Apple_black_rot\image (169).JPG,2
data\data_classification\Apple_black_rot\image (6).JPG,2
data\data_classification\Apple_black_rot\image (552).JPG,2
data\data_classification\Apple_black_rot\image (524).JPG,2
data\data_classification\Apple_black_rot\image (370).JPG,2
data\data_classification\Apple_black_rot\image (199).JPG,2
data\data_classification\Apple_black_rot\image (334).JPG,2
data\data_classification\Apple_black_rot\image (74).JPG,2
data\data_classification\Apple_black_rot\image (17).JPG,2
data\data_classification\Apple_black_rot\image (404).JPG,2
data\data_classification\Apple_black_rot\image (497).JPG,2
data\data_classification\Apple_black_rot\image (450).JPG,2
data\data_classification\Apple_black_rot\image (57).JPG,2
data\data_classification\Apple_black_rot\image (5).JPG,2
data\data_classification\Apple_black_rot\image (583).JPG,2
data\data_classification\Apple_black_rot\image (61).JPG,2
data\data_classification\Apple_black_rot\image (447).JPG,2
data\data_classification\Apple_black_rot\image (125).JPG,2
data\data_classification\Apple_black_rot\image (9).JPG,2
data\data_classification\Apple_black_rot\image (308).JPG,2
data\data_classification\Apple_black_rot\image (252).JPG,2
data\data_classification\Apple_black_rot\image (136).JPG,2
data\data_classification\Apple_black_rot\image (48).JPG,2
data\data_classification\Apple_black_rot\image (185).JPG,2
data\data_classification\Apple_black_rot\image (406).JPG,2
data\data_classification\Apple_black_rot\image (359).JPG,2
data\data_classification\Apple_black_rot\image (505).JPG,2
data\data_classification\Apple_black_rot\image (194).JPG,2
data\data_classification\Apple_black_rot\image (577).JPG,2
data\data_classification\Apple_black_rot\image (327).JPG,2
data\data_classification\Apple_black_rot\image (249).JPG,2
data\data_classification\Apple_black_rot\image (161).JPG,2
data\data_classification\Apple_black_rot\image (489).JPG,2
data\data_classification\Apple_black_rot\image (605).JPG,2
data\data_classification\Apple_black_rot\image (215).JPG,2
data\data_classification\Apple_black_rot\image (64).JPG,2
data\data_classification\Apple_black_rot\image (80).JPG,2
data\data_classification\Apple_black_rot\image (543).JPG,2
data\data_classification\Apple_black_rot\image (608).JPG,2
data\data_classification\Apple_black_rot\image (21).JPG,2
data\data_classification\Apple_black_rot\image (295).JPG,2
data\data_classification\Apple_black_rot\image (113).JPG,2
data\data_classification\Apple_black_rot\image (353).JPG,2
data\data_classification\Apple_black_rot\image (555).JPG,2
data\data_classification\Apple_black_rot\image (47).JPG,2
data\data_classification\Apple_black_rot\image (54).JPG,2
data\data_classification\Apple_black_rot\image (578).JPG,2
data\data_classification\Apple_black_rot\image (331).JPG,2
data\data_classification\Apple_black_rot\image (63).JPG,2
data\data_classification\Apple_black_rot\image (92).JPG,2
data\data_classification\Apple_black_rot\image (360).JPG,2
data\data_classification\Apple_black_rot\image (118).JPG,2
data\data_classification\Apple_black_rot\image (470).JPG,2
data\data_classification\Apple_black_rot\image (16).JPG,2
data\data_classification\Apple_black_rot\image (525).JPG,2
data\data_classification\Apple_black_rot\image (559).JPG,2
data\data_classification\Apple_black_rot\image (522).JPG,2
data\data_classification\Apple_black_rot\image (138).JPG,2
data\data_classification\Apple_black_rot\image (195).JPG,2
data\data_classification\Apple_black_rot\image (96).JPG,2
data\data_classification\Apple_black_rot\image (607).JPG,2
data\data_classification\Apple_black_rot\image (435).JPG,2
data\data_classification\Apple_black_rot\image (467).JPG,2
data\data_classification\Apple_black_rot\image (320).JPG,2
data\data_classification\Apple_black_rot\image (330).JPG,2
data\data_classification\Apple_black_rot\image (394).JPG,2
data\data_classification\Apple_black_rot\image (474).JPG,2
data\data_classification\Apple_black_rot\image (233).JPG,2
data\data_classification\Apple_black_rot\image (206).JPG,2
data\data_classification\Apple_black_rot\image (141).JPG,2
data\data_classification\Apple_black_rot\image (292).JPG,2
data\data_classification\Apple_black_rot\image (484).JPG,2
data\data_classification\Apple_black_rot\image (245).JPG,2
data\data_classification\Apple_black_rot\image (502).JPG,2
data\data_classification\Apple_black_rot\image (174).JPG,2
data\data_classification\Apple_black_rot\image (115).JPG,2
data\data_classification\Apple_black_rot\image (603).JPG,2
data\data_classification\Apple_black_rot\image (553).JPG,2
data\data_classification\Apple_black_rot\image (457).JPG,2
data\data_classification\Apple_black_rot\image (315).JPG,2
data\data_classification\Apple_black_rot\image (103).JPG,2
data\data_classification\Apple_black_rot\image (44).JPG,2
data\data_classification\Apple_black_rot\image (108).JPG,2
data\data_classification\Apple_black_rot\image (236).JPG,2
data\data_classification\Apple_healthy\image (526).JPG,3
data\data_classification\Apple_healthy\image (1070).JPG,3
data\data_classification\Apple_healthy\image (363).JPG,3
data\data_classification\Apple_healthy\image (1046).JPG,3
data\data_classification\Apple_healthy\image (675).JPG,3
data\data_classification\Apple_healthy\image (823).JPG,3
data\data_classification\Apple_healthy\image (1584).JPG,3
data\data_classification\Apple_healthy\image (58).JPG,3
data\data_classification\Apple_healthy\image (695).JPG,3
data\data_classification\Apple_healthy\image (287).JPG,3
data\data_classification\Apple_healthy\image (94).JPG,3
data\data_classification\Apple_healthy\image (630).JPG,3
data\data_classification\Apple_healthy\image (146).JPG,3
data\data_classification\Apple_healthy\image_13.jpg,3
data\data_classification\Apple_healthy\image (913).JPG,3
data\data_classification\Apple_healthy\image (135).JPG,3
data\data_classification\Apple_healthy\image (1145).JPG,3
data\data_classification\Apple_healthy\image (652).JPG,3
data\data_classification\Apple_healthy\image (587).JPG,3
data\data_classification\Apple_healthy\image (1593).JPG,3
data\data_classification\Apple_healthy\image (747).JPG,3
data\data_classification\Apple_healthy\image (908).JPG,3
data\data_classification\Apple_healthy\image (1395).JPG,3
data\data_classification\Apple_healthy\image (874).JPG,3
data\data_classification\Apple_healthy\image (1023).JPG,3
data\data_classification\Apple_healthy\image (55).JPG,3
data\data_classification\Apple_healthy\image (261).JPG,3
data\data_classification\Apple_healthy\image_8.jpg,3
data\data_classification\Apple_healthy\image (1083).JPG,3
data\data_classification\Apple_healthy\image (1287).JPG,3
data\data_classification\Apple_healthy\image (991).JPG,3
data\data_classification\Apple_healthy\image (1626).JPG,3
data\data_classification\Apple_healthy\image (378).JPG,3
data\data_classification\Apple_healthy\image (1616).JPG,3
data\data_classification\Apple_healthy\image (1290).JPG,3
data\data_classification\Apple_healthy\image (1372).JPG,3
data\data_classification\Apple_healthy\image (1383).JPG,3
data\data_classification\Apple_healthy\image (647).JPG,3
data\data_classification\Apple_healthy\image (581).JPG,3
data\data_classification\Apple_healthy\image (88).JPG,3
data\data_classification\Apple_healthy\image (371).JPG,3
data\data_classification\Apple_healthy\image (131).JPG,3
data\data_classification\Apple_healthy\image (1638).JPG,3
data\data_classification\Apple_healthy\image (929).JPG,3
data\data_classification\Apple_healthy\image (1473).JPG,3
data\data_classification\Apple_healthy\image (1259).JPG,3
data\data_classification\Apple_healthy\image (1103).JPG,3
data\data_classification\Apple_healthy\image (1484).JPG,3
data\data_classification\Apple_healthy\image (1421).JPG,3
data\data_classification\Apple_healthy\image (1228).JPG,3
data\data_classification\Apple_healthy\image (381).JPG,3
data\data_classification\Apple_healthy\image (934).JPG,3
data\data_classification\Apple_healthy\image (1633).JPG,3
data\data_classification\Apple_healthy\image (415).JPG,3
data\data_classification\Apple_healthy\image (1537).JPG,3
data\data_classification\Apple_healthy\image (1000).JPG,3
data\data_classification\Apple_healthy\image (971).JPG,3
data\data_classification\Apple_healthy\image (1415).JPG,3
data\data_classification\Apple_healthy\image (876).JPG,3
data\data_classification\Apple_healthy\image (1591).JPG,3
data\data_classification\Apple_healthy\image (907).JPG,3
data\data_classification\Apple_healthy\image (1128).JPG,3
data\data_classification\Apple_healthy\image (1599).JPG,3
data\data_classification\Apple_healthy\image (1396).JPG,3
data\data_classification\Apple_healthy\image (488).JPG,3
data\data_classification\Apple_healthy\image (36).JPG,3
data\data_classification\Apple_healthy\image (1065).JPG,3
data\data_classification\Apple_healthy\image (246).JPG,3
data\data_classification\Apple_healthy\image (353).JPG,3
data\data_classification\Apple_healthy\image (556).JPG,3
data\data_classification\Apple_healthy\image (1003).JPG,3
data\data_classification\Apple_healthy\image (1447).JPG,3
data\data_classification\Apple_healthy\image (861).JPG,3
data\data_classification\Apple_healthy\image (147).JPG,3
data\data_classification\Apple_healthy\image (1055).JPG,3
data\data_classification\Apple_healthy\image (809).JPG,3
data\data_classification\Apple_healthy\image (904).JPG,3
data\data_classification\Apple_healthy\image (534).JPG,3
data\data_classification\Apple_healthy\image (1054).JPG,3
data\data_classification\Apple_healthy\image (1093).JPG,3
data\data_classification\Apple_healthy\image (120).JPG,3
data\data_classification\Apple_healthy\image (426).JPG,3
data\data_classification\Apple_healthy\image (1136).JPG,3
data\data_classification\Apple_healthy\image (1299).JPG,3
data\data_classification\Apple_healthy\image (506).JPG,3
data\data_classification\Apple_healthy\image (994).JPG,3
data\data_classification\Apple_healthy\image (1595).JPG,3
data\data_classification\Apple_healthy\image_49.png,3
data\data_classification\Apple_healthy\image (1628).JPG,3
data\data_classification\Apple_healthy\image (880).JPG,3
data\data_classification\Apple_healthy\image_18.jpg,3
data\data_classification\Apple_healthy\image (75).JPG,3
data\data_classification\Apple_healthy\image (745).JPG,3
data\data_classification\Apple_healthy\image (757).JPG,3
data\data_classification\Apple_healthy\image (1492).JPG,3
data\data_classification\Apple_healthy\image (327).JPG,3
data\data_classification\Apple_healthy\image (1189).JPG,3
data\data_classification\Apple_healthy\image (1298).JPG,3
data\data_classification\Apple_healthy\image (805).JPG,3
data\data_classification\Apple_healthy\image (438).JPG,3
data\data_classification\Apple_healthy\image (1084).JPG,3
data\data_classification\Apple_healthy\image_51.jpg,3
data\data_classification\Apple_healthy\image (1316).JPG,3
data\data_classification\Apple_healthy\image (1602).JPG,3
data\data_classification\Apple_healthy\image (1016).JPG,3
data\data_classification\Apple_healthy\image (101).JPG,3
data\data_classification\Apple_healthy\image (62).JPG,3
data\data_classification\Apple_healthy\image (1251).JPG,3
data\data_classification\Apple_healthy\image (814).JPG,3
data\data_classification\Apple_healthy\image (16).JPG,3
data\data_classification\Apple_healthy\image (803).JPG,3
data\data_classification\Apple_healthy\image (13).JPG,3
data\data_classification\Apple_healthy\image (800).JPG,3
data\data_classification\Apple_healthy\image (656).JPG,3
data\data_classification\Apple_healthy\image (49).JPG,3
data\data_classification\Apple_healthy\image (169).JPG,3
data\data_classification\Apple_healthy\image (881).JPG,3
data\data_classification\Apple_healthy\image (308).JPG,3
data\data_classification\Apple_healthy\image (697).JPG,3
data\data_classification\Apple_healthy\image (1026).JPG,3
data\data_classification\Apple_healthy\image (726).JPG,3
data\data_classification\Apple_healthy\image (1611).JPG,3
data\data_classification\Apple_healthy\image (645).JPG,3
data\data_classification\Apple_healthy\image (575).JPG,3
data\data_classification\Apple_healthy\image (346).JPG,3
data\data_classification\Apple_healthy\image (1336).JPG,3
data\data_classification\Apple_healthy\image (1527).JPG,3
data\data_classification\Apple_healthy\image (976).JPG,3
data\data_classification\Apple_healthy\image (1587).JPG,3
data\data_classification\Apple_healthy\image (145).JPG,3
data\data_classification\Apple_healthy\image (870).JPG,3
data\data_classification\Apple_healthy\image (1346).JPG,3
data\data_classification\Apple_healthy\image (1184).JPG,3
data\data_classification\Apple_healthy\image (127).JPG,3
data\data_classification\Apple_healthy\image (1202).JPG,3
data\data_classification\Apple_healthy\image (1408).JPG,3
data\data_classification\Apple_healthy\image (1170).JPG,3
data\data_classification\Apple_healthy\image_6.jpg,3
data\data_classification\Apple_healthy\image (687).JPG,3
data\data_classification\Apple_healthy\image (148).JPG,3
data\data_classification\Apple_healthy\image (602).JPG,3
data\data_classification\Apple_healthy\image (865).JPG,3
data\data_classification\Apple_healthy\image (342).JPG,3
data\data_classification\Apple_healthy\image (1132).JPG,3
data\data_classification\Apple_healthy\image (450).JPG,3
data\data_classification\Apple_healthy\image (299).JPG,3
data\data_classification\Apple_healthy\image (739).JPG,3
data\data_classification\Apple_healthy\image (1121).JPG,3
data\data_classification\Apple_healthy\image (268).JPG,3
data\data_classification\Apple_healthy\image (572).JPG,3
data\data_classification\Apple_healthy\image (1511).JPG,3
data\data_classification\Apple_healthy\image (43).JPG,3
data\data_classification\Apple_healthy\image (605).JPG,3
data\data_classification\Apple_healthy\image (758).JPG,3
data\data_classification\Apple_healthy\image (69).JPG,3
data\data_classification\Apple_healthy\image (765).JPG,3
data\data_classification\Apple_healthy\image (752).JPG,3
data\data_classification\Apple_healthy\image (1124).JPG,3
data\data_classification\Apple_healthy\image (240).JPG,3
data\data_classification\Apple_healthy\image (936).JPG,3
data\data_classification\Apple_healthy\image (471).JPG,3
data\data_classification\Apple_healthy\image (724).JPG,3
data\data_classification\Apple_healthy\image (38).JPG,3
data\data_classification\Apple_healthy\image (1618).JPG,3
data\data_classification\Apple_healthy\image (312).JPG,3
data\data_classification\Apple_healthy\image (1264).JPG,3
data\data_classification\Apple_healthy\image (1152).JPG,3
data\data_classification\Apple_healthy\image (1454).JPG,3
data\data_classification\Apple_healthy\image_7.jpg,3
data\data_classification\Apple_healthy\image (1110).JPG,3
data\data_classification\Apple_healthy\image (1343).JPG,3
data\data_classification\Apple_healthy\image (648).JPG,3
data\data_classification\Apple_healthy\image (514).JPG,3
data\data_classification\Apple_healthy\image (733).JPG,3
data\data_classification\Apple_healthy\image (130).JPG,3
data\data_classification\Apple_healthy\image (1427).JPG,3
data\data_classification\Apple_healthy\image (1510).JPG,3
data\data_classification\Apple_healthy\image (1112).JPG,3
data\data_classification\Apple_healthy\image (740).JPG,3
data\data_classification\Apple_healthy\image_1.jpg,3
data\data_classification\Apple_healthy\image (725).JPG,3
data\data_classification\Apple_healthy\image (1414).JPG,3
data\data_classification\Apple_healthy\image (1182).JPG,3
data\data_classification\Apple_healthy\image (1229).JPG,3
data\data_classification\Apple_healthy\image (1463).JPG,3
data\data_classification\Apple_healthy\image (1389).JPG,3
data\data_classification\Apple_healthy\image (1313).JPG,3
data\data_classification\Apple_healthy\image (570).JPG,3
data\data_classification\Apple_healthy\image_55.jpg,3
data\data_classification\Apple_healthy\image (476).JPG,3
data\data_classification\Apple_healthy\image (553).JPG,3
data\data_classification\Apple_healthy\image (91).JPG,3
data\data_classification\Apple_healthy\image (787).JPG,3
data\data_classification\Apple_healthy\image (967).JPG,3
data\data_classification\Apple_healthy\image (609).JPG,3
data\data_classification\Apple_healthy\image (1318).JPG,3
data\data_classification\Apple_healthy\image (1428).JPG,3
data\data_classification\Apple_healthy\image (2).JPG,3
data\data_classification\Apple_healthy\image (931).JPG,3
data\data_classification\Apple_healthy\image (983).JPG,3
data\data_classification\Apple_healthy\image (625).JPG,3
data\data_classification\Apple_healthy\image (817).JPG,3
data\data_classification\Apple_healthy\image (1592).JPG,3
data\data_classification\Apple_healthy\image (808).JPG,3
data\data_classification\Apple_healthy\image (832).JPG,3
data\data_classification\Apple_healthy\image (1329).JPG,3
data\data_classification\Apple_healthy\image (442).JPG,3
data\data_classification\Apple_healthy\image (1274).JPG,3
data\data_classification\Apple_healthy\image (621).JPG,3
data\data_classification\Apple_healthy\image (126).JPG,3
data\data_classification\Apple_healthy\image (1399).JPG,3
data\data_classification\Apple_healthy\image (1053).JPG,3
data\data_classification\Apple_healthy\image (1099).JPG,3
data\data_classification\Apple_healthy\image (1031).JPG,3
data\data_classification\Apple_healthy\image (251).JPG,3
data\data_classification\Apple_healthy\image (1246).JPG,3
data\data_classification\Apple_healthy\image (1019).JPG,3
data\data_classification\Apple_healthy\image (949).JPG,3
data\data_classification\Apple_healthy\image (696).JPG,3
data\data_classification\Apple_healthy\image (339).JPG,3
data\data_classification\Apple_healthy\image (583).JPG,3
data\data_classification\Apple_healthy\image (313).JPG,3
data\data_classification\Apple_healthy\image (588).JPG,3
data\data_classification\Apple_healthy\image (1035).JPG,3
data\data_classification\Apple_healthy\image (1458).JPG,3
data\data_classification\Apple_healthy\image (370).JPG,3
data\data_classification\Apple_healthy\image (1199).JPG,3
data\data_classification\Apple_healthy\image (1061).JPG,3
data\data_classification\Apple_healthy\image (447).JPG,3
data\data_classification\Apple_healthy\image (972).JPG,3
data\data_classification\Apple_healthy\image (1115).JPG,3
data\data_classification\Apple_healthy\image (72).JPG,3
data\data_classification\Apple_healthy\image (538).JPG,3
data\data_classification\Apple_healthy\image (635).JPG,3
data\data_classification\Apple_healthy\image (721).JPG,3
data\data_classification\Apple_healthy\image (1017).JPG,3
data\data_classification\Apple_healthy\image (1177).JPG,3
data\data_classification\Apple_healthy\image (401).JPG,3
data\data_classification\Apple_healthy\image (688).JPG,3
data\data_classification\Apple_healthy\image (1218).JPG,3
data\data_classification\Apple_healthy\image (1192).JPG,3
data\data_classification\Apple_healthy\image (1118).JPG,3
data\data_classification\Apple_healthy\image_4.jpg,3
data\data_classification\Apple_healthy\image (1385).JPG,3
data\data_classification\Apple_healthy\image (1085).JPG,3
data\data_classification\Apple_healthy\image (1086).JPG,3
data\data_classification\Apple_healthy\image (212).JPG,3
data\data_classification\Apple_healthy\image (1296).JPG,3
