image_path,labels
data\data_classification\Apple_black_rot\image (384).JPG,2
data\data_classification\Apple_black_rot\image (587).JPG,2
data\data_classification\Apple_black_rot\image (49).JPG,2
data\data_classification\Apple_black_rot\image (609).JPG,2
data\data_classification\Apple_black_rot\image (453).JPG,2
data\data_classification\Apple_black_rot\image (419).JPG,2
data\data_classification\Apple_black_rot\image (76).JPG,2
data\data_classification\Apple_black_rot\image (209).JPG,2
data\data_classification\Apple_black_rot\image (93).JPG,2
data\data_classification\Apple_black_rot\image (210).JPG,2
data\data_classification\Apple_black_rot\image (610).JPG,2
data\data_classification\Apple_black_rot\image (364).JPG,2
data\data_classification\Apple_black_rot\image (105).JPG,2
data\data_classification\Apple_black_rot\image (284).JPG,2
data\data_classification\Apple_black_rot\image (226).JPG,2
data\data_classification\Apple_black_rot\image (540).JPG,2
data\data_classification\Apple_black_rot\image (56).JPG,2
data\data_classification\Apple_black_rot\image (501).JPG,2
data\data_classification\Apple_black_rot\image (128).JPG,2
data\data_classification\Apple_black_rot\image (485).JPG,2
data\data_classification\Apple_black_rot\image (569).JPG,2
data\data_classification\Apple_healthy\image (1377).JPG,3
data\data_classification\Apple_healthy\image (1339).JPG,3
data\data_classification\Apple_healthy\image (980).JPG,3
data\data_classification\Apple_healthy\image (801).JPG,3
data\data_classification\Apple_healthy\image (784).JPG,3
data\data_classification\Apple_healthy\image (83).JPG,3
data\data_classification\Apple_healthy\image (898).JPG,3
data\data_classification\Apple_healthy\image (1253).JPG,3
data\data_classification\Apple_healthy\image (499).JPG,3
data\data_classification\Apple_healthy\image (797).JPG,3
data\data_classification\Apple_healthy\image (109).JPG,3
data\data_classification\Apple_healthy\image (182).JPG,3
data\data_classification\Apple_healthy\image (178).JPG,3
data\data_classification\Apple_healthy\image (1166).JPG,3
data\data_classification\Apple_healthy\image (179).JPG,3
data\data_classification\Apple_healthy\image (608).JPG,3
data\data_classification\Apple_healthy\image (1074).JPG,3
data\data_classification\Apple_healthy\image (1322).JPG,3
data\data_classification\Apple_healthy\image_14.jpg,3
data\data_classification\Apple_healthy\image (1226).JPG,3
data\data_classification\Apple_healthy\image (795).JPG,3
data\data_classification\Apple_healthy\image (532).JPG,3
data\data_classification\Apple_healthy\image (151).JPG,3
data\data_classification\Apple_healthy\image (332).JPG,3
data\data_classification\Apple_healthy\image (1566).JPG,3
data\data_classification\Apple_healthy\image (337).JPG,3
data\data_classification\Apple_healthy\image (669).JPG,3
data\data_classification\Apple_healthy\image (869).JPG,3
data\data_classification\Apple_healthy\image (576).JPG,3
data\data_classification\Apple_healthy\image (1528).JPG,3
data\data_classification\Apple_healthy\image (885).JPG,3
data\data_classification\Apple_healthy\image (174).JPG,3
data\data_classification\Apple_healthy\image (223).JPG,3
data\data_classification\Apple_healthy\image (1297).JPG,3
data\data_classification\Apple_healthy\image (1423).JPG,3
data\data_classification\Apple_healthy\image_28.png,3
data\data_classification\Apple_healthy\image (877).JPG,3
data\data_classification\Apple_healthy\image (1306).JPG,3
data\data_classification\Apple_healthy\image (1472).JPG,3
data\data_classification\Apple_healthy\image (1476).JPG,3
data\data_classification\Apple_healthy\image (1438).JPG,3
data\data_classification\Apple_healthy\image (614).JPG,3
data\data_classification\Apple_healthy\image (1220).JPG,3
data\data_classification\Apple_healthy\image (892).JPG,3
data\data_classification\Apple_healthy\image (562).JPG,3
data\data_classification\Apple_healthy\image (303).JPG,3
data\data_classification\Apple_healthy\image (166).JPG,3
data\data_classification\Apple_healthy\image (1158).JPG,3
data\data_classification\Apple_healthy\image_53.jpg,3
data\data_classification\Apple_healthy\image (1165).JPG,3
data\data_classification\Apple_healthy\image (699).JPG,3
data\data_classification\Apple_healthy\image (280).JPG,3
data\data_classification\Apple_healthy\image (1627).JPG,3
data\data_classification\Apple_healthy\image_15.jpg,3
data\data_classification\Apple_healthy\image_43.png,3
data\data_classification\Apple_healthy\image (1467).JPG,3
data\data_classification\Apple_healthy\image (616).JPG,3
data\data_classification\Apple_healthy\image (102).JPG,3
data\data_classification\Apple_healthy\image (1073).JPG,3
data\data_classification\Apple_healthy\image (325).JPG,3
data\data_classification\Apple_healthy\image (1519).JPG,3
data\data_classification\Apple_healthy\image_11.jpg,3
data\data_classification\Apple_healthy\image (999).JPG,3
data\data_classification\Apple_healthy\image (1622).JPG,3
data\data_classification\Apple_healthy\image (1230).JPG,3
data\data_classification\Apple_healthy\image (828).JPG,3
data\data_classification\Apple_healthy\image (790).JPG,3
data\data_classification\Apple_healthy\image_23.jpg,3
data\data_classification\Apple_healthy\image (1579).JPG,3
data\data_classification\Apple_healthy\image (1157).JPG,3
data\data_classification\Apple_healthy\image (192).JPG,3
data\data_classification\Apple_healthy\image (56).JPG,3
data\data_classification\Apple_healthy\image (1486).JPG,3
data\data_classification\Apple_healthy\image (1183).JPG,3
data\data_classification\Apple_healthy\image (1144).JPG,3
data\data_classification\Apple_healthy\image (319).JPG,3
data\data_classification\Apple_healthy\image (104).JPG,3
data\data_classification\Apple_healthy\image (990).JPG,3
data\data_classification\Apple_healthy\image (958).JPG,3
data\data_classification\Apple_healthy\image (153).JPG,3
data\data_classification\Apple_healthy\image (1452).JPG,3
data\data_classification\Apple_healthy\image (1335).JPG,3
data\data_classification\Apple_healthy\image (1277).JPG,3
data\data_classification\Apple_healthy\image (1397).JPG,3
data\data_classification\Apple_healthy\image (932).JPG,3
data\data_classification\Apple_healthy\image (694).JPG,3
data\data_classification\Apple_rust\image (76).JPG,4
data\data_classification\Apple_rust\image (26).JPG,4
data\data_classification\Apple_rust\image_82.jpg,4
data\data_classification\Apple_rust\image (115).JPG,4
data\data_classification\Apple_rust\image (237).JPG,4
data\data_classification\Apple_rust\image (252).JPG,4
data\data_classification\Apple_rust\image_63.jpg,4
data\data_classification\Apple_rust\image (222).JPG,4
data\data_classification\Apple_rust\image_77.jpg,4
data\data_classification\Apple_rust\image (24).JPG,4
data\data_classification\Apple_rust\image (114).JPG,4
data\data_classification\Apple_rust\image (235).JPG,4
data\data_classification\Apple_rust\image_37.jpg,4
data\data_classification\Apple_rust\image (215).JPG,4
data\data_classification\Apple_rust\image (216).JPG,4
data\data_classification\Apple_rust\image (233).JPG,4
data\data_classification\Apple_rust\image (21).JPG,4
data\data_classification\Apple_rust\image (150).JPG,4
data\data_classification\Apple_rust\image (110).JPG,4
data\data_classification\Apple_scab\image (361).JPG,5
data\data_classification\Apple_scab\image (129).JPG,5
data\data_classification\Apple_scab\image (467).JPG,5
data\data_classification\Apple_scab\image (489).JPG,5
data\data_classification\Apple_scab\image (407).JPG,5
data\data_classification\Apple_scab\image (41).JPG,5
data\data_classification\Apple_scab\image_25.jpg,5
data\data_classification\Apple_scab\image (456).JPG,5
data\data_classification\Apple_scab\image (411).JPG,5
data\data_classification\Apple_scab\image (348).JPG,5
data\data_classification\Apple_scab\image (237).JPG,5
data\data_classification\Apple_scab\image (493).JPG,5
data\data_classification\Apple_scab\image (112).JPG,5
data\data_classification\Apple_scab\image (46).JPG,5
data\data_classification\Apple_scab\image (95).JPG,5
data\data_classification\Apple_scab\image (617).JPG,5
data\data_classification\Apple_scab\image (141).JPG,5
data\data_classification\Apple_scab\image (261).JPG,5
data\data_classification\Apple_scab\image (272).JPG,5
data\data_classification\Apple_scab\image (552).JPG,5
data\data_classification\Apple_scab\image_13.jpg,5
data\data_classification\Apple_scab\image (288).JPG,5
data\data_classification\Apple_scab\image (520).JPG,5
data\data_classification\Apple_scab\image (586).JPG,5
data\data_classification\Apple_scab\image (116).JPG,5
data\data_classification\Apple_scab\image (97).JPG,5
data\data_classification\Apple_scab\image (214).JPG,5
data\data_classification\Apple_scab\image_60.jpg,5
data\data_classification\Apple_scab\image (74).JPG,5
data\data_classification\Apple_scab\image (295).JPG,5
data\data_classification\Apple_scab\image_64.jpg,5
data\data_classification\Apple_scab\image_19.jpg,5
data\data_classification\Apple_scab\image (291).JPG,5
data\data_classification\Apple_scab\image (566).JPG,5
data\data_classification\Apple_scab\image (232).JPG,5
data\data_classification\Apple_scab\image (465).JPG,5
data\data_classification\Apple_scab\image (1).JPG,5
data\data_classification\Arjun_diseased\0013_0176.JPG,6
data\data_classification\Arjun_diseased\0013_0030.JPG,6
data\data_classification\Arjun_diseased\0013_0182.JPG,6
data\data_classification\Arjun_diseased\0013_0018.JPG,6
data\data_classification\Arjun_diseased\0013_0131.JPG,6
data\data_classification\Arjun_diseased\0013_0126.JPG,6
data\data_classification\Arjun_diseased\0013_0026.JPG,6
data\data_classification\Arjun_diseased\0013_0040.JPG,6
data\data_classification\Arjun_diseased\0013_0196.JPG,6
data\data_classification\Arjun_diseased\0013_0106.JPG,6
data\data_classification\Arjun_diseased\0013_0085.JPG,6
data\data_classification\Arjun_diseased\0013_0136.JPG,6
data\data_classification\Arjun_healthy\0002_0147.JPG,7
data\data_classification\Arjun_healthy\0002_0022.JPG,7
data\data_classification\Arjun_healthy\0002_0212.JPG,7
data\data_classification\Arjun_healthy\0002_0175.JPG,7
data\data_classification\Arjun_healthy\0002_0070.JPG,7
data\data_classification\Arjun_healthy\0002_0009.JPG,7
data\data_classification\Arjun_healthy\0002_0201.JPG,7
data\data_classification\Arjun_healthy\0002_0177.JPG,7
data\data_classification\Arjun_healthy\0002_0137.JPG,7
data\data_classification\Arjun_healthy\0002_0090.JPG,7
data\data_classification\Arjun_healthy\0002_0155.JPG,7
data\data_classification\Bael_diseased\0016_0041.JPG,8
data\data_classification\Bael_diseased\0016_0076.JPG,8
data\data_classification\Bael_diseased\0016_0051.JPG,8
data\data_classification\Bael_diseased\0016_0015.JPG,8
data\data_classification\Bael_diseased\0016_0077.JPG,8
data\data_classification\Bael_diseased\0016_0111.JPG,8
data\data_classification\Bael_diseased\0016_0084.JPG,8
data\data_classification\Basil_healthy\0008_0012.JPG,9
data\data_classification\Basil_healthy\0008_0028.JPG,9
data\data_classification\Basil_healthy\0008_0098.JPG,9
data\data_classification\Basil_healthy\0008_0029.JPG,9
data\data_classification\Basil_healthy\0008_0137.JPG,9
data\data_classification\Basil_healthy\0008_0024.JPG,9
data\data_classification\Basil_healthy\0008_0104.JPG,9
data\data_classification\Basil_healthy\0008_0069.JPG,9
data\data_classification\Basil_healthy\0008_0072.JPG,9
data\data_classification\Blueberry_healthy\image (1099).JPG,10
data\data_classification\Blueberry_healthy\image (455).JPG,10
data\data_classification\Blueberry_healthy\image (294).JPG,10
data\data_classification\Blueberry_healthy\image (318).JPG,10
data\data_classification\Blueberry_healthy\image (771).JPG,10
data\data_classification\Blueberry_healthy\image (959).JPG,10
data\data_classification\Blueberry_healthy\image (705).JPG,10
data\data_classification\Blueberry_healthy\image (79).JPG,10
data\data_classification\Blueberry_healthy\image (1314).JPG,10
data\data_classification\Blueberry_healthy\image (116).JPG,10
data\data_classification\Blueberry_healthy\image (524).JPG,10
data\data_classification\Blueberry_healthy\image (1442).JPG,10
data\data_classification\Blueberry_healthy\image (494).JPG,10
data\data_classification\Blueberry_healthy\image (217).JPG,10
data\data_classification\Blueberry_healthy\image (614).JPG,10
data\data_classification\Blueberry_healthy\image (1289).JPG,10
data\data_classification\Blueberry_healthy\image (691).JPG,10
data\data_classification\Blueberry_healthy\image (540).JPG,10
data\data_classification\Blueberry_healthy\image (503).JPG,10
data\data_classification\Blueberry_healthy\image (1200).JPG,10
data\data_classification\Blueberry_healthy\image (182).JPG,10
data\data_classification\Blueberry_healthy\image (1396).JPG,10
data\data_classification\Blueberry_healthy\image (1002).JPG,10
data\data_classification\Blueberry_healthy\image (91).JPG,10
data\data_classification\Blueberry_healthy\image (1447).JPG,10
data\data_classification\Blueberry_healthy\image (942).JPG,10
data\data_classification\Blueberry_healthy\image (967).JPG,10
data\data_classification\Blueberry_healthy\image (113).JPG,10
data\data_classification\Blueberry_healthy\image (89).JPG,10
data\data_classification\Blueberry_healthy\image (62).JPG,10
data\data_classification\Blueberry_healthy\image (558).JPG,10
data\data_classification\Blueberry_healthy\image (1148).JPG,10
data\data_classification\Blueberry_healthy\image (141).JPG,10
data\data_classification\Blueberry_healthy\image (668).JPG,10
data\data_classification\Blueberry_healthy\image (650).JPG,10
data\data_classification\Blueberry_healthy\image (425).JPG,10
data\data_classification\Blueberry_healthy\image (110).JPG,10
data\data_classification\Blueberry_healthy\image (1098).JPG,10
data\data_classification\Blueberry_healthy\image (799).JPG,10
data\data_classification\Blueberry_healthy\image (669).JPG,10
data\data_classification\Blueberry_healthy\image (1361).JPG,10
data\data_classification\Blueberry_healthy\image (1364).JPG,10
data\data_classification\Blueberry_healthy\image (350).JPG,10
data\data_classification\Blueberry_healthy\image (1019).JPG,10
data\data_classification\Blueberry_healthy\image (966).JPG,10
data\data_classification\Blueberry_healthy\image (1381).JPG,10
data\data_classification\Blueberry_healthy\image (499).JPG,10
data\data_classification\Blueberry_healthy\image (954).JPG,10
data\data_classification\Blueberry_healthy\image (641).JPG,10
data\data_classification\Blueberry_healthy\image (763).JPG,10
data\data_classification\Blueberry_healthy\image (1360).JPG,10
data\data_classification\Blueberry_healthy\image (573).JPG,10
data\data_classification\Blueberry_healthy\image (739).JPG,10
data\data_classification\Blueberry_healthy\image (586).JPG,10
data\data_classification\Blueberry_healthy\image (598).JPG,10
data\data_classification\Blueberry_healthy\image (1053).JPG,10
data\data_classification\Blueberry_healthy\image (634).JPG,10
data\data_classification\Blueberry_healthy\image (996).JPG,10
data\data_classification\Blueberry_healthy\image (374).JPG,10
data\data_classification\Blueberry_healthy\image (1350).JPG,10
data\data_classification\Blueberry_healthy\image (464).JPG,10
data\data_classification\Blueberry_healthy\image (1172).JPG,10
data\data_classification\Blueberry_healthy\image (200).JPG,10
data\data_classification\Blueberry_healthy\image (584).JPG,10
data\data_classification\Blueberry_healthy\image (1272).JPG,10
data\data_classification\Blueberry_healthy\image (1321).JPG,10
data\data_classification\Blueberry_healthy\image (1058).JPG,10
data\data_classification\Blueberry_healthy\image (397).JPG,10
data\data_classification\Blueberry_healthy\image (805).JPG,10
data\data_classification\Blueberry_healthy\image (1308).JPG,10
data\data_classification\Blueberry_healthy\image (1083).JPG,10
data\data_classification\Blueberry_healthy\image (288).JPG,10
data\data_classification\Blueberry_healthy\image (1472).JPG,10
data\data_classification\Blueberry_healthy\image (1317).JPG,10
data\data_classification\Blueberry_healthy\image (856).JPG,10
data\data_classification\Blueberry_healthy\image (1382).JPG,10
data\data_classification\Cherry_healthy\image (417).JPG,11
data\data_classification\Cherry_healthy\image (269).JPG,11
data\data_classification\Cherry_healthy\image (795).JPG,11
data\data_classification\Cherry_healthy\image (738).JPG,11
data\data_classification\Cherry_healthy\image (152).JPG,11
data\data_classification\Cherry_healthy\image (183).JPG,11
data\data_classification\Cherry_healthy\image (26).JPG,11
data\data_classification\Cherry_healthy\image (13).JPG,11
data\data_classification\Cherry_healthy\image (815).JPG,11
data\data_classification\Cherry_healthy\image (578).JPG,11
data\data_classification\Cherry_healthy\image (248).JPG,11
data\data_classification\Cherry_healthy\image (460).JPG,11
data\data_classification\Cherry_healthy\image (666).JPG,11
data\data_classification\Cherry_healthy\image (665).JPG,11
data\data_classification\Cherry_healthy\image (272).JPG,11
data\data_classification\Cherry_healthy\image (83).JPG,11
data\data_classification\Cherry_healthy\image (800).JPG,11
data\data_classification\Cherry_healthy\image (209).JPG,11
data\data_classification\Cherry_healthy\image (174).JPG,11
data\data_classification\Cherry_healthy\image (15).JPG,11
data\data_classification\Cherry_healthy\image (591).JPG,11
data\data_classification\Cherry_healthy\image (145).JPG,11
data\data_classification\Cherry_healthy\image (826).JPG,11
data\data_classification\Cherry_healthy\image (94).JPG,11
data\data_classification\Cherry_healthy\image (497).JPG,11
data\data_classification\Cherry_healthy\image (740).JPG,11
data\data_classification\Cherry_healthy\image (43).JPG,11
data\data_classification\Cherry_healthy\image (744).JPG,11
data\data_classification\Cherry_healthy\image (597).JPG,11
data\data_classification\Cherry_healthy\image (204).JPG,11
data\data_classification\Cherry_healthy\image (42).JPG,11
data\data_classification\Cherry_healthy\image (306).JPG,11
data\data_classification\Cherry_healthy\image (167).JPG,11
data\data_classification\Cherry_healthy\image (568).JPG,11
data\data_classification\Cherry_healthy\image (348).JPG,11
data\data_classification\Cherry_healthy\image (257).JPG,11
data\data_classification\Cherry_healthy\image (162).JPG,11
data\data_classification\Cherry_healthy\image (490).JPG,11
data\data_classification\Cherry_healthy\image (39).JPG,11
data\data_classification\Cherry_healthy\image (431).JPG,11
data\data_classification\Cherry_healthy\image (295).JPG,11
data\data_classification\Cherry_healthy\image (164).JPG,11
data\data_classification\Cherry_healthy\image (276).JPG,11
data\data_classification\Cherry_healthy\image (420).JPG,11
data\data_classification\Cherry_powdery_mildew\image (551).JPG,12
data\data_classification\Cherry_powdery_mildew\image (1000).JPG,12
data\data_classification\Cherry_powdery_mildew\image (688).JPG,12
data\data_classification\Cherry_powdery_mildew\image (1037).JPG,12
data\data_classification\Cherry_powdery_mildew\image (437).JPG,12
data\data_classification\Cherry_powdery_mildew\image (45).JPG,12
data\data_classification\Cherry_powdery_mildew\image (875).JPG,12
data\data_classification\Cherry_powdery_mildew\image (19).JPG,12
data\data_classification\Cherry_powdery_mildew\image (261).JPG,12
data\data_classification\Cherry_powdery_mildew\image (232).JPG,12
data\data_classification\Cherry_powdery_mildew\image (822).JPG,12
data\data_classification\Cherry_powdery_mildew\image (330).JPG,12
data\data_classification\Cherry_powdery_mildew\image (1044).JPG,12
data\data_classification\Cherry_powdery_mildew\image (720).JPG,12
data\data_classification\Cherry_powdery_mildew\image (535).JPG,12
data\data_classification\Cherry_powdery_mildew\image (564).JPG,12
data\data_classification\Cherry_powdery_mildew\image (783).JPG,12
data\data_classification\Cherry_powdery_mildew\image (582).JPG,12
data\data_classification\Cherry_powdery_mildew\image (867).JPG,12
data\data_classification\Cherry_powdery_mildew\image (333).JPG,12
data\data_classification\Cherry_powdery_mildew\image (839).JPG,12
data\data_classification\Cherry_powdery_mildew\image (428).JPG,12
data\data_classification\Cherry_powdery_mildew\image (618).JPG,12
data\data_classification\Cherry_powdery_mildew\image (512).JPG,12
data\data_classification\Cherry_powdery_mildew\image (1033).JPG,12
data\data_classification\Cherry_powdery_mildew\image (136).JPG,12
data\data_classification\Cherry_powdery_mildew\image (917).JPG,12
data\data_classification\Cherry_powdery_mildew\image (299).JPG,12
data\data_classification\Cherry_powdery_mildew\image (599).JPG,12
data\data_classification\Cherry_powdery_mildew\image (407).JPG,12
data\data_classification\Cherry_powdery_mildew\image (442).JPG,12
data\data_classification\Cherry_powdery_mildew\image (1038).JPG,12
data\data_classification\Cherry_powdery_mildew\image (120).JPG,12
data\data_classification\Cherry_powdery_mildew\image (955).JPG,12
data\data_classification\Cherry_powdery_mildew\image (16).JPG,12
data\data_classification\Cherry_powdery_mildew\image (928).JPG,12
data\data_classification\Cherry_powdery_mildew\image (748).JPG,12
data\data_classification\Cherry_powdery_mildew\image (168).JPG,12
data\data_classification\Cherry_powdery_mildew\image (1007).JPG,12
data\data_classification\Cherry_powdery_mildew\image (812).JPG,12
data\data_classification\Cherry_powdery_mildew\image (47).JPG,12
data\data_classification\Cherry_powdery_mildew\image (83).JPG,12
data\data_classification\Cherry_powdery_mildew\image (998).JPG,12
data\data_classification\Cherry_powdery_mildew\image (424).JPG,12
data\data_classification\Cherry_powdery_mildew\image (607).JPG,12
data\data_classification\Cherry_powdery_mildew\image (1030).JPG,12
data\data_classification\Cherry_powdery_mildew\image (835).JPG,12
data\data_classification\Cherry_powdery_mildew\image (602).JPG,12
data\data_classification\Cherry_powdery_mildew\image (316).JPG,12
data\data_classification\Cherry_powdery_mildew\image (289).JPG,12
data\data_classification\Cherry_powdery_mildew\image (497).JPG,12
data\data_classification\Cherry_powdery_mildew\image (661).JPG,12
data\data_classification\Cherry_powdery_mildew\image (671).JPG,12
data\data_classification\Chinar_diseased\0022_0114.JPG,13
data\data_classification\Chinar_diseased\0022_0004.JPG,13
data\data_classification\Chinar_diseased\0022_0032.JPG,13
data\data_classification\Chinar_diseased\0022_0113.JPG,13
data\data_classification\Chinar_diseased\0022_0091.JPG,13
data\data_classification\Chinar_diseased\0022_0095.JPG,13
data\data_classification\Chinar_healthy\0011_0022.JPG,14
data\data_classification\Chinar_healthy\0011_0038.JPG,14
data\data_classification\Chinar_healthy\0011_0005.JPG,14
data\data_classification\Chinar_healthy\0011_0035.JPG,14
data\data_classification\Chinar_healthy\0011_0083.JPG,14
data\data_classification\Chinar_healthy\0011_0012.JPG,14
data\data_classification\Corn_cercospora_leaf_spot\image (87).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (260).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (493).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (433).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (472).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (323).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (216).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (85).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (243).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (366).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (24).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (101).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (378).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (20).jpg,15
data\data_classification\Corn_cercospora_leaf_spot\image (395).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (213).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (377).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (460).jpg,15
data\data_classification\Corn_cercospora_leaf_spot\image (27).jpg,15
data\data_classification\Corn_cercospora_leaf_spot\image (84).jpg,15
data\data_classification\Corn_cercospora_leaf_spot\image (59).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (262).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (497).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (358).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (416).JPG,15
data\data_classification\Corn_cercospora_leaf_spot\image (21).JPG,15
data\data_classification\Corn_common_rust\image (926).JPG,16
data\data_classification\Corn_common_rust\image (909).JPG,16
data\data_classification\Corn_common_rust\image (704).JPG,16
data\data_classification\Corn_common_rust\image (905).JPG,16
data\data_classification\Corn_common_rust\image (200).JPG,16
data\data_classification\Corn_common_rust\image (39).JPG,16
data\data_classification\Corn_common_rust\image (397).JPG,16
data\data_classification\Corn_common_rust\image (620).JPG,16
data\data_classification\Corn_common_rust\image (588).JPG,16
data\data_classification\Corn_common_rust\image (832).JPG,16
data\data_classification\Corn_common_rust\image (707).JPG,16
data\data_classification\Corn_common_rust\image (1023).JPG,16
data\data_classification\Corn_common_rust\image (453).JPG,16
data\data_classification\Corn_common_rust\image (56).JPG,16
data\data_classification\Corn_common_rust\image (479).JPG,16
data\data_classification\Corn_common_rust\image (989).JPG,16
data\data_classification\Corn_common_rust\image (1091).JPG,16
data\data_classification\Corn_common_rust\image (1175).JPG,16
data\data_classification\Corn_common_rust\image (1066).JPG,16
data\data_classification\Corn_common_rust\image (549).JPG,16
data\data_classification\Corn_common_rust\image (893).JPG,16
data\data_classification\Corn_common_rust\image (354).JPG,16
data\data_classification\Corn_common_rust\image (1117).JPG,16
data\data_classification\Corn_common_rust\image (790).JPG,16
data\data_classification\Corn_common_rust\image (430).JPG,16
data\data_classification\Corn_common_rust\image (337).JPG,16
data\data_classification\Corn_common_rust\image (371).JPG,16
data\data_classification\Corn_common_rust\image (667).JPG,16
data\data_classification\Corn_common_rust\image (556).JPG,16
data\data_classification\Corn_common_rust\image (664).JPG,16
data\data_classification\Corn_common_rust\image (931).JPG,16
data\data_classification\Corn_common_rust\image (689).JPG,16
data\data_classification\Corn_common_rust\image (678).JPG,16
data\data_classification\Corn_common_rust\image (1049).JPG,16
data\data_classification\Corn_common_rust\image (30).JPG,16
data\data_classification\Corn_common_rust\image (1025).JPG,16
data\data_classification\Corn_common_rust\image (1059).JPG,16
data\data_classification\Corn_common_rust\image (962).JPG,16
data\data_classification\Corn_common_rust\image (1168).JPG,16
data\data_classification\Corn_common_rust\image (265).JPG,16
data\data_classification\Corn_common_rust\image (275).JPG,16
data\data_classification\Corn_common_rust\image (1152).JPG,16
data\data_classification\Corn_common_rust\image (820).JPG,16
data\data_classification\Corn_common_rust\image (401).JPG,16
data\data_classification\Corn_common_rust\image (48).JPG,16
data\data_classification\Corn_common_rust\image (1181).JPG,16
data\data_classification\Corn_common_rust\image (169).JPG,16
data\data_classification\Corn_common_rust\image (913).JPG,16
data\data_classification\Corn_common_rust\image (493).JPG,16
data\data_classification\Corn_common_rust\image (76).JPG,16
data\data_classification\Corn_common_rust\image (64).JPG,16
data\data_classification\Corn_common_rust\image (32).JPG,16
data\data_classification\Corn_common_rust\image (566).JPG,16
data\data_classification\Corn_common_rust\image (541).JPG,16
data\data_classification\Corn_common_rust\image (846).JPG,16
data\data_classification\Corn_common_rust\image (407).JPG,16
data\data_classification\Corn_common_rust\image (440).JPG,16
data\data_classification\Corn_common_rust\image (373).JPG,16
data\data_classification\Corn_common_rust\image (978).JPG,16
data\data_classification\Corn_common_rust\image (735).JPG,16
data\data_classification\Corn_healthy\image (80).jpg,17
data\data_classification\Corn_healthy\image (888).jpg,17
data\data_classification\Corn_healthy\image (139).jpg,17
data\data_classification\Corn_healthy\image (803).jpg,17
data\data_classification\Corn_healthy\image (847).jpg,17
data\data_classification\Corn_healthy\image (876).jpg,17
